,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2012,20165500.0,17905250.0,0.0,
June 2012,20165500.0,17905250.0,0.0,
September 2012,20165500.0,17905250.0,0.0,
December 2012,20165500.0,17905250.0,0.0,
March 2013,21896250.0,19654250.0,0.0,
June 2013,21896250.0,19654250.0,0.0,
September 2013,21896250.0,19654250.0,0.0,
December 2013,21896250.0,19654250.0,0.0,526702000.0
March 2014,22342000.0,20096000.0,0.0,
June 2014,47244000.0,20276000.0,0.0,
September 2014,23522000.0,21081000.0,0.0,
December 2014,22979000.0,20537000.0,1599000.0,611366000.0
March 2015,24751000.0,22290000.0,929000.0,634422000.0
June 2015,25125000.0,22468000.0,7419000.0,668888000.0
September 2015,25530000.0,22852000.0,3206000.0,656345000.0
December 2015,25623000.0,22921000.0,4037000.0,653727000.0
March 2016,27263000.0,24522000.0,-151000.0,672276000.0
June 2016,25981000.0,23387000.0,2620000.0,681174000.0
September 2016,27095000.0,24937000.0,2864000.0,652657000.0
December 2016,26221000.0,24042000.0,5407000.0,648421000.0
March 2017,26713000.0,24542000.0,1725000.0,652657000.0
June 2017,26338000.0,24052000.0,3250000.0,666936000.0
