,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2007,,518000000.0,,,
June 2007,,518000000.0,,,
September 2007,,518000000.0,,,
December 2007,,518000000.0,,,
March 2008,171500000.0,572000000.0,,,
June 2008,171500000.0,641000000.0,,,
September 2008,171500000.0,634000000.0,,,
December 2008,171500000.0,612000000.0,28373000000.0,11950000000.0,16423000000.0
March 2009,231250000.0,590000000.0,,,
June 2009,231250000.0,618000000.0,28858000000.0,12298000000.0,16560000000.0
September 2009,231250000.0,572000000.0,29775000000.0,12228000000.0,17547000000.0
December 2009,231250000.0,614000000.0,31077000000.0,13249000000.0,17828000000.0
March 2010,264000000.0,597000000.0,31059000000.0,13353000000.0,17706000000.0
June 2010,264000000.0,648000000.0,30872000000.0,13166000000.0,17706000000.0
September 2010,264000000.0,650000000.0,31483000000.0,13390000000.0,18093000000.0
December 2010,264000000.0,729000000.0,32545000000.0,14186000000.0,18359000000.0
March 2011,303000000.0,618000000.0,33104000000.0,14795000000.0,18309000000.0
June 2011,303000000.0,653000000.0,33361000000.0,14673000000.0,18688000000.0
September 2011,303000000.0,652000000.0,33408000000.0,14040000000.0,19368000000.0
December 2011,303000000.0,603000000.0,34883000000.0,15368000000.0,19515000000.0
March 2012,401750000.0,564000000.0,35309000000.0,15510000000.0,19799000000.0
June 2012,401750000.0,634000000.0,35203000000.0,15527000000.0,19676000000.0
September 2012,401750000.0,600000000.0,35503000000.0,15593000000.0,19910000000.0
December 2012,401750000.0,-2130000000.0,34309000000.0,15744000000.0,18565000000.0
March 2013,,571000000.0,34609000000.0,16350000000.0,18259000000.0
June 2013,,640000000.0,34731000000.0,16538000000.0,18193000000.0
September 2013,,651000000.0,35471000000.0,17118000000.0,18353000000.0
December 2013,,495000000.0,35473000000.0,18162000000.0,17332000000.0
March 2014,,595000000.0,34382000000.0,16964000000.0,17418000000.0
June 2014,,541000000.0,34332000000.0,17183000000.0,17149000000.0
September 2014,,696000000.0,35311000000.0,18169000000.0,17142000000.0
December 2014,,701000000.0,35337000000.0,17407000000.0,17948000000.0
March 2015,,716000000.0,34385000000.0,16352000000.0,18033000000.0
June 2015,,752000000.0,33654000000.0,15773000000.0,17881000000.0
September 2015,,733000000.0,32980000000.0,15288000000.0,17692000000.0
December 2015,,764000000.0,31997000000.0,14571000000.0,17426000000.0
March 2016,,641000000.0,31702000000.0,14188000000.0,17514000000.0
June 2016,,758000000.0,31769000000.0,14386000000.0,17383000000.0
September 2016,,647000000.0,32668000000.0,15297000000.0,17371000000.0
December 2016,,526000000.0,33172000000.0,16534000000.0,16638000000.0
March 2017,,763000000.0,33211000000.0,16614000000.0,16597000000.0
June 2017,,749000000.0,33793000000.0,17126000000.0,16667000000.0
September 2017,,764000000.0,34914000000.0,18080000000.0,16834000000.0
December 2017,,636000000.0,35046000000.0,18328000000.0,16718000000.0
March 2018,,799000000.0,37219000000.0,20464000000.0,16755000000.0
June 2018,,786000000.0,47152000000.0,19827000000.0,27325000000.0
September 2018,,851000000.0,46963000000.0,19958000000.0,27005000000.0
December 2018,,909000000.0,45408000000.0,18189000000.0,27219000000.0
March 2019,,745000000.0,47466000000.0,18867000000.0,28599000000.0
June 2019,,806000000.0,48074000000.0,19557000000.0,28517000000.0
September 2019,,913000000.0,48788000000.0,20151000000.0,28637000000.0
December 2019,,1020000000.0,48841000000.0,19780000000.0,29061000000.0
March 2020,,706000000.0,53710000000.0,24741000000.0,28969000000.0
June 2020,,625000000.0,50222000000.0,21135000000.0,29087000000.0
September 2020,,834000000.0,50258000000.0,20865000000.0,29393000000.0
December 2020,,1002000000.0,51308000000.0,21543000000.0,29765000000.0
March 2021,,708000000.0,49963000000.0,20408000000.0,29555000000.0
June 2021,,737000000.0,51183000000.0,21580000000.0,29603000000.0
September 2021,,860000000.0,51370000000.0,21686000000.0,29684000000.0
December 2021,,952000000.0,50073000000.0,19987000000.0,30086000000.0
March 2022,,730000000.0,50876000000.0,20794000000.0,30082000000.0
June 2022,,766000000.0,50481000000.0,20579000000.0,29902000000.0
