,OperatingExpenses,NetIncomeLoss,Assets
March 2008,117300000.0,,
June 2008,117300000.0,,
September 2008,117300000.0,,
December 2008,117300000.0,,
March 2009,126200000.0,52225000.0,
June 2009,122400000.0,52225000.0,
September 2009,110200000.0,52225000.0,
December 2009,117400000.0,52225000.0,16569500000.0
March 2010,114800000.0,49700000.0,
June 2010,111500000.0,41100000.0,16729800000.0
September 2010,108500000.0,46200000.0,17476100000.0
December 2010,111400000.0,52000000.0,17843300000.0
March 2011,118300000.0,33300000.0,18181200000.0
June 2011,118100000.0,17800000.0,18425500000.0
September 2011,120700000.0,47500000.0,17887900000.0
December 2011,114100000.0,38600000.0,18403200000.0
March 2012,123900000.0,35200000.0,19099100000.0
June 2012,116700000.0,20000000.0,19141200000.0
September 2012,115300000.0,44900000.0,19621300000.0
December 2012,114600000.0,38400000.0,19791300000.0
March 2013,105100000.0,46800000.0,20369500000.0
June 2013,104400000.0,57700000.0,20346600000.0
September 2013,114800000.0,59000000.0,20926300000.0
December 2013,118300000.0,65000000.0,21393300000.0
March 2014,113100000.0,50100000.0,21643700000.0
June 2014,115300000.0,40800000.0,22456700000.0
September 2014,119900000.0,71100000.0,22438700000.0
December 2014,122300000.0,56200000.0,22710600000.0
March 2015,121900000.0,56500000.0,23187400000.0
June 2015,128200000.0,64300000.0,23366500000.0
September 2015,127000000.0,55200000.0,22882200000.0
December 2015,133400000.0,38500000.0,23174400000.0
