,OperatingExpenses,NetIncomeLoss,Assets
March 2016,50380.25,-12059250.0,
June 2016,50380.25,-12059250.0,
September 2016,50380.25,-12059250.0,212005.0
December 2016,50380.25,-12059250.0,1795024000.0
March 2017,24701.0,38516.0,9455269.0
June 2017,53868.0,-807406.0,13959933.0
September 2017,237435.0,-52498.0,16950456.0
December 2017,1861211.0,-716178.0,18287360.0
March 2018,391564.0,-209943.0,23908797.0
June 2018,589314.0,-156392.0,27168562.0
September 2018,717862.0,-592719.0,29929644.0
December 2018,746756.0,-333175.0,43502239.0
March 2019,2042577.0,-261000.0,42831468.0
June 2019,1768000.0,-247000.0,52570055.0
September 2019,2079730.0,-340000.0,71912000.0
December 2019,2672693.0,-237000.0,89570700.0
March 2020,3807000.0,-438000.0,93215000.0
June 2020,3804000.0,-581000.0,94733000.0
September 2020,3877000.0,-740000.0,100337000.0
December 2020,3542000.0,-243000.0,102437000.0
March 2021,4362000.0,-1066000.0,101917000.0
June 2021,3706000.0,-534000.0,101661000.0
September 2021,3647000.0,-423000.0,101857000.0
December 2021,3396000.0,-183000.0,99537000.0
March 2022,3457000.0,-142000.0,102101000.0
June 2022,3921000.0,-572000.0,111416000.0
