,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,19191500.0,,-4712000.0,
June 2009,19191500.0,,-4712000.0,
September 2009,19191500.0,,-4712000.0,
December 2009,19191500.0,,-4712000.0,
March 2010,18346000.0,,145000.0,
June 2010,23460000.0,,-4221000.0,
September 2010,23607000.0,,-1206000.0,
December 2010,36776000.0,,-5318000.0,1716720000.0
March 2011,36628000.0,,-2609000.0,
June 2011,46757000.0,,-9363000.0,2168912000.0
September 2011,43556000.0,,-2442000.0,2277930000.0
December 2011,45945000.0,,-4845000.0,2440700000.0
March 2012,47104000.0,,-2153000.0,2576264000.0
June 2012,47715000.0,,-1899000.0,2529088000.0
September 2012,58889000.0,,-12379000.0,2481611000.0
December 2012,59222000.0,,-26546000.0,2554862000.0
March 2013,42723000.0,,82007000.0,2866877000.0
June 2013,64270000.0,,-3636000.0,2869748000.0
September 2013,51951000.0,,856000.0,2991157000.0
December 2013,52039000.0,,4037000.0,3010596000.0
March 2014,53746000.0,34392000.0,3319000.0,2952312000.0
June 2014,51936000.0,33079000.0,63351000.0,2928662000.0
September 2014,53743000.0,34703000.0,-2354000.0,2889729000.0
December 2014,87359000.0,,-7892000.0,1500000000.0
March 2015,58356000.0,37793000.0,4000.0,2827167000.0
June 2015,58339000.0,39630000.0,-265000.0,2800663000.0
September 2015,57606000.0,38424000.0,1990000.0,2746290000.0
