,NetIncomeLoss,Assets
March 2009,-867750.0,
June 2009,-867750.0,
September 2009,-867750.0,
December 2009,-867750.0,
March 2010,-3463000.0,
June 2010,731000.0,
September 2010,401000.0,
December 2010,1918000.0,2622053000.0
March 2011,1310000.0,
June 2011,2145000.0,2599258000.0
September 2011,1977000.0,2523972000.0
December 2011,-535000.0,2641312000.0
March 2012,-1162000.0,2660278000.0
June 2012,-1726000.0,2645850000.0
September 2012,1121000.0,2493784000.0
December 2012,1875000.0,2633984000.0
March 2013,839000.0,2605313000.0
June 2013,843000.0,2561858000.0
September 2013,1591000.0,2514472000.0
December 2013,2772000.0,2611903000.0
March 2014,3751000.0,2633040000.0
June 2014,1473000.0,2567492000.0
September 2014,2115000.0,2499617000.0
December 2014,1921000.0,2627169000.0
March 2015,986000.0,2693715000.0
June 2015,3845000.0,2654144000.0
September 2015,1683000.0,2615094000.0
December 2015,2602000.0,2797860000.0
March 2016,1647000.0,2792186000.0
June 2016,3930000.0,2767636000.0
September 2016,2873000.0,2753154000.0
December 2016,3296000.0,2845197000.0
March 2017,2744000.0,2895531000.0
June 2017,3561000.0,2814843000.0
September 2017,4555000.0,2790842000.0
December 2017,3000.0,2898794000.0
March 2018,5773000.0,2924832000.0
June 2018,6003000.0,2880278000.0
September 2018,5990000.0,2819190000.0
December 2018,8458000.0,2959183000.0
March 2019,6436000.0,3052051000.0
June 2019,7325000.0,3017654000.0
September 2019,8481000.0,2934513000.0
December 2019,8565000.0,3088953000.0
March 2020,4287000.0,3086523000.0
June 2020,9146000.0,3499524000.0
September 2020,10397000.0,3587041000.0
December 2020,7746000.0,3798071000.0
March 2021,9506000.0,3929884000.0
June 2021,7427000.0,4011459000.0
September 2021,10091000.0,4048733000.0
December 2021,6372000.0,4263849000.0
March 2022,8455000.0,4310045000.0
June 2022,8713000.0,4354297000.0
