,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2005,272032.69444444444,278191.44444444444,-457782.3333333333,,
September 2005,272032.69444444444,278191.44444444444,-457782.3333333333,,
December 2005,272032.69444444444,278191.44444444444,-457782.3333333333,,
March 2006,272032.69444444444,278191.44444444444,-872095.25,,
June 2006,272032.69444444444,278191.44444444444,-872095.25,,
September 2006,272032.69444444444,278191.44444444444,-872095.25,,
December 2006,272032.69444444444,278191.44444444444,-872095.25,,
March 2007,272032.69444444444,278191.44444444444,-612940.5,,
June 2007,272032.69444444444,278191.44444444444,-612940.5,,
September 2007,272032.69444444444,278191.44444444444,-612940.5,,
December 2007,272032.69444444444,278191.44444444444,-612940.5,,
March 2008,272032.69444444444,278191.44444444444,-360942.75,,
June 2008,272032.69444444444,278191.44444444444,-360942.75,,
September 2008,272032.69444444444,278191.44444444444,-360942.75,,
December 2008,272032.69444444444,278191.44444444444,-360942.75,,
March 2009,272032.69444444444,278191.44444444444,-362891.5,,
June 2009,272032.69444444444,278191.44444444444,-362891.5,,
September 2009,272032.69444444444,278191.44444444444,-362891.5,,
December 2009,124460.5,284213.0,-486377.5,,
March 2010,124460.5,284213.0,-486377.5,,
June 2010,166590.0,329327.0,-2009315.0,,
September 2010,231857.5,749487.0,-1239738.5,777825.0,77086.0
December 2010,242148.0,610621.0,-881575.0,,
March 2011,209809.0,571812.0,-824366.0,,
June 2011,240952.0,394361.0,-458996.0,82472.0,73435.0
September 2011,311443.0,325225.0,-643466.0,223266.0,167748.0
December 2011,105962.0,268425.0,-401590.0,114802.0,107465.0
March 2012,55156.0,191779.0,-276233.0,126644.0,118442.0
June 2012,47162.0,188072.0,-274553.0,186932.0,179258.0
September 2012,56263.0,150334.0,-246304.0,149565.0,49824.0
