,NetIncomeLoss,Assets
March 2010,598000.0,
June 2010,598000.0,
September 2010,811000.0,
December 2010,1025000.0,174882000.0
March 2011,878000.0,
June 2011,1768000.0,173477000.0
September 2011,1271000.0,209203000.0
December 2011,977000.0,207142000.0
March 2012,1004000.0,204296000.0
June 2012,1212000.0,204107000.0
September 2012,441000.0,201127000.0
December 2012,-1125000.0,201973000.0
March 2013,-252000.0,199884000.0
June 2013,-277000.0,200111000.0
September 2013,-787000.0,198642000.0
December 2013,-1020000.0,198279000.0
March 2014,-985000.0,195294000.0
June 2014,-1250000.0,195544000.0
September 2014,-884000.0,195820000.0
December 2014,-509000.0,196055000.0
March 2015,-652000.0,193984000.0
June 2015,-65000.0,193259000.0
September 2015,-569000.0,193700000.0
December 2015,-1831000.0,191660000.0
March 2016,-568000.0,191563000.0
June 2016,-153000.0,190522000.0
September 2016,-257000.0,188583000.0
December 2016,-290000.0,188547000.0
March 2017,-326000.0,187282000.0
June 2017,-247000.0,186691000.0
September 2017,-49000.0,186357000.0
December 2017,-358000.0,184702000.0
March 2018,-176000.0,182394000.0
June 2018,118000.0,182854000.0
