,NetIncomeLoss,Assets
March 2010,-2615000.0,
June 2010,-2615000.0,
September 2010,-1539000.0,
December 2010,-1684000.0,190305000.0
March 2011,-1157000.0,
June 2011,-1970000.0,
September 2011,-563000.0,167127000.0
December 2011,-57000.0,154472000.0
March 2012,-582000.0,152938000.0
June 2012,-770000.0,154148000.0
September 2012,-1025000.0,149994000.0
December 2012,-2320000.0,143743000.0
March 2013,-2157000.0,135602000.0
June 2013,-2259000.0,135901000.0
September 2013,-325000.0,127818000.0
December 2013,-2334000.0,128783000.0
March 2014,330000.0,132779000.0
June 2014,1343000.0,128364000.0
September 2014,-79000.0,122833000.0
December 2014,11000.0,124530000.0
March 2015,-182000.0,129111000.0
June 2015,6000.0,132651000.0
September 2015,46000.0,119607000.0
December 2015,-33000.0,127478000.0
March 2016,-276000.0,126594000.0
June 2016,-54000.0,123648000.0
September 2016,22000.0,121721000.0
December 2016,-88000.0,119703000.0
March 2017,-283000.0,117865000.0
June 2017,-168000.0,112755000.0
September 2017,-56000.0,108472000.0
December 2017,-82000.0,95866000.0
March 2018,-285000.0,88844000.0
June 2018,1904000.0,90764000.0
September 2018,-202000.0,98118000.0
December 2018,-621000.0,100368000.0
March 2019,-146000.0,106722000.0
June 2019,-430000.0,111270000.0
September 2019,-280000.0,119305000.0
December 2019,-244000.0,126748000.0
March 2020,-308000.0,141368000.0
June 2020,-347000.0,180823000.0
September 2020,-496000.0,208604000.0
December 2020,369000.0,235112000.0
March 2021,348000.0,252576000.0
June 2021,444000.0,294144000.0
September 2021,917000.0,335073000.0
December 2021,4587000.0,351878000.0
March 2022,855000.0,387174000.0
June 2022,945000.0,466599000.0
