,NetIncomeLoss,Assets
March 2009,-1996250.0,
June 2009,-1996250.0,
September 2009,-1996250.0,
December 2009,-1996250.0,
March 2010,1255000.0,
June 2010,1620000.0,
September 2010,1835000.0,
December 2010,2146000.0,1607105000.0
March 2011,2302000.0,
June 2011,2805000.0,1599921000.0
September 2011,2924000.0,1609426000.0
December 2011,3014000.0,1614773000.0
March 2012,3302000.0,1648499000.0
June 2012,3361000.0,
September 2012,3876000.0,1673105000.0
December 2012,3896000.0,1662502000.0
March 2013,3776000.0,1718136000.0
June 2013,4002000.0,1693901000.0
September 2013,4202000.0,1690974000.0
December 2013,4366000.0,1689326000.0
March 2014,3806000.0,1747226000.0
June 2014,4044000.0,1780577000.0
September 2014,4382000.0,1752760000.0
December 2014,4400000.0,1732781000.0
March 2015,4206000.0,1803344000.0
June 2015,5689000.0,1794964000.0
September 2015,4865000.0,1816968000.0
December 2015,4635000.0,1840365000.0
March 2016,4696000.0,1877275000.0
June 2016,4500000.0,1901628000.0
September 2016,4771000.0,1875529000.0
