,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,21046.0,-18215.5,,
June 2010,,20706.0,-18215.5,,
September 2010,,8340.0,-18215.5,,
December 2010,,,-18215.5,,251.0
March 2011,124808.0,6656.0,-6656.0,,
June 2011,256194.0,18022.0,4746.0,,16088.0
September 2011,284026.0,6774.0,-99870.0,,10764.0
December 2011,718755.0,,-322672.0,1679156.0,7691.0
March 2012,615360.0,9213.0,-110051.0,,11138.0
June 2012,510809.0,,-103410.0,1549009.0,684514.0
September 2012,478457.0,,-83759.0,1405407.0,588926.0
December 2012,512158.0,,-147796.0,1232655.0,462222.0
March 2013,491282.0,,-124659.0,1214593.0,505769.0
June 2013,489446.0,,-117345.0,1027075.0,370540.0
September 2013,425860.0,,-43707.0,1058302.0,474423.0
