,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2005,560390.35,-144944.75,,
June 2005,560390.35,-144944.75,,
September 2005,560390.35,-144944.75,,
December 2005,560390.35,-144944.75,,
March 2006,560390.35,-190816.0,,
June 2006,560390.35,-190816.0,,
September 2006,560390.35,-190816.0,,
December 2006,560390.35,-190816.0,,
March 2007,560390.35,-226452.25,,
June 2007,560390.35,-226452.25,,
September 2007,560390.35,-226452.25,,
December 2007,560390.35,-226452.25,,
March 2008,560390.35,-1277774.75,,
June 2008,560390.35,-1277774.75,,
September 2008,560390.35,-1277774.75,,
December 2008,560390.35,-1277774.75,,
March 2009,560390.35,-2286008.5,,
June 2009,560390.35,-2286008.5,,
September 2009,560390.35,-2286008.5,,
December 2009,560390.35,-2286008.5,,
March 2010,258480.0,-286451.0,,
June 2010,198834.0,-280556.0,,
September 2010,285611.0,-367610.0,,
December 2010,489261.0,-3068454.0,1044041.0,166245.0
March 2011,202291.0,-252810.0,,
June 2011,1178042.0,-1227432.0,2919315.0,2201338.0
September 2011,1651996.0,-2013045.0,2375782.0,912363.0
December 2011,2509036.0,-3274450.0,912451.0,67871.0
March 2012,433823.0,-2448884.0,827592.0,21715.0
June 2012,300753.0,261594.0,,
September 2012,352240.0,-500035.0,817829.0,138578.0
December 2012,671933.0,-1384961.0,727362.0,85779.0
March 2013,327405.0,-259226.0,694013.0,88144.0
June 2013,443731.0,-1172828.0,870311.0,302804.0
September 2013,424779.0,-640155.0,760273.0,229051.0
